"date","open","high","low","close","volume","tenkan_sen","kijun_sen","senkou_span_a","senkou_span_b","chikou_span"
2025-01-16,41.8899993896484,42.3499984741211,41.7999992370605,41.9700012207031,50500,41.6,42.925,42.2625,43,41.97
2025-01-17,42,42.4199981689453,41.5699996948242,41.9599990844727,96100,41.515,42.925,42.22,42.925,41.96
2025-01-21,42.5400009155273,43.810001373291,42.5400009155273,43.189998626709,96100,41.72,42.815,42.2675,42.925,43.19
2025-01-22,43.189998626709,43.7999992370605,42.8899993896484,43.4799995422363,59600,41.72,42.465,42.0925,42.925,43.48
2025-01-23,43.4199981689453,44.1100006103516,43.1500015258789,43.310001373291,78700,41.87,42.215,42.0425,42.925,43.31
2025-01-24,43.7200012207031,44.2999992370605,43.2799987792969,43.3300018310547,48900,41.965,41.965,41.965,42.925,43.33
2025-01-27,42.8400001525879,42.8400001525879,41.8899993896484,42.3300018310547,80900,42.05,41.965,42.0075,42.925,42.33
2025-01-28,42.1599998474121,42.6100006103516,41.8600006103516,42.25,57200,42.61,41.965,42.2875,42.925,42.25
2025-01-29,42.25,42.7000007629395,41.75,42.2099990844727,48500,42.935,41.965,42.45,42.925,42.21
2025-01-30,42.6699981689453,44.2299995422363,42.6699981689453,43.5,64200,42.935,41.965,42.45,42.925,43.5
2025-01-31,43.3199996948242,44.3400001525879,43.2700004577637,43.5699996948242,65600,43.045,41.985,42.515,42.925,43.57
2025-02-03,43.4599990844727,43.8499984741211,42.810001373291,43.4700012207031,67000,43.045,41.985,42.515,42.925,43.47
2025-02-04,43.75,44.5699996948242,43.75,44.5499992370605,67800,43.16,42.1,42.63,42.925,44.55
2025-02-05,44.7000007629395,45,43.7900009155273,43.8699989318848,102000,43.375,42.315,42.845,42.925,43.87
2025-02-06,43.939998626709,44.0900001525879,42.9599990844727,43.0999984741211,68700,43.375,42.315,42.845,42.925,43.1
2025-02-07,43.3300018310547,43.5800018310547,43.1199989318848,43.3899993896484,82700,43.375,42.315,42.845,42.925,43.39
2025-02-10,43.8899993896484,44.6399993896484,43.8899993896484,44.0200004577637,85200,43.375,42.315,42.845,42.925,44.02
2025-02-11,43.4599990844727,43.5699996948242,42.060001373291,43.4599990844727,114500,43.53,42.315,42.9225,42.925,43.46
2025-02-12,42.9000015258789,43.9000015258789,42.9000015258789,43.2299995422363,50800,43.53,42.315,42.9225,42.925,43.23
2025-02-13,43.189998626709,44.0099983215332,43.189998626709,43.9599990844727,64500,43.53,42.315,42.9225,42.925,43.96
2025-02-14,44,44.0999984741211,42.75,42.9799995422363,91000,43.53,42.315,42.9225,42.925,42.98
2025-02-18,43,43.810001373291,42.7400016784668,43.4000015258789,76700,43.53,42.315,42.9225,42.925,43.4
2025-02-19,43.2400016784668,43.2400016784668,42.5800018310547,43.0499992370605,42300,43.35,42.315,42.8325,42.925,43.05
2025-02-20,43,43.560001373291,43,43.3800010681152,77300,43.35,42.4,42.875,42.925,43.38
2025-02-21,43.2799987792969,44.5099983215332,43.0699996948242,43.3199996948242,140700,43.35,42.96,43.155,42.925,43.32
2025-02-24,43.8400001525879,44,42.7700004577637,43.3699989318848,85800,43.285,43.285,43.285,42.925,43.37
2025-02-25,43.1300010681152,43.689998626709,42.1100006103516,42.7900009155273,205800,43.31,43.285,43.2975,42.925,42.79
2025-02-26,41.4099998474121,45,41.1599998474121,43.7200012207031,179000,43.08,43.08,43.08,42.925,43.72
2025-02-27,43.3699989318848,43.7599983215332,42.1100006103516,42.25,91300,43.08,43.08,43.08,42.815,42.25
2025-02-28,42.0200004577637,42.5200004577637,41.6399993896484,42.5200004577637,104500,43.08,43.08,43.08,42.465,42.52
2025-03-03,42.7299995422363,43.1800003051758,41.6199989318848,41.7400016784668,167500,43.08,43.08,43.08,42.315,41.74
2025-03-04,41.810001373291,42.0299987792969,40.810001373291,41.6599998474121,136000,42.905,42.905,42.905,42.315,41.66
2025-03-05,41.8699989318848,42.5099983215332,41.8499984741211,42.4300003051758,89100,42.905,42.905,42.905,42.315,42.43
2025-03-06,42.2400016784668,43.0400009155273,41.9700012207031,43,169000,42.905,42.905,42.905,42.315,43
2025-03-07,43.0099983215332,44.8600006103516,42.8800010681152,44.6699981689453,365600,42.905,42.905,42.905,42.315,44.67
2025-03-10,43.9199981689453,43.9599990844727,41.3800010681152,41.9799995422363,321700,42.905,42.905,42.905,42.315,41.98
2025-03-11,42,42.439998626709,41.310001373291,41.9799995422363,305900,42.835,42.905,42.87,42.315,41.98
2025-03-12,42.2799987792969,42.8800010681152,41.9000015258789,42.8199996948242,117700,42.835,42.905,42.87,42.315,42.82
2025-03-13,42.810001373291,42.810001373291,41.7099990844727,41.75,72000,42.835,42.905,42.87,42.315,41.75
2025-03-14,42.1100006103516,42.7900009155273,41.5200004577637,42.5,62600,42.835,42.905,42.87,42.315,42.5
2025-03-17,42.6800003051758,43.4500007629395,42.6800003051758,43.189998626709,76000,43.085,42.905,42.995,42.315,43.19
2025-03-18,43.3199996948242,45.1399993896484,43.1500015258789,44.0699996948242,148100,43.225,42.975,43.1,42.385,44.07
2025-03-19,44.4000015258789,44.9099998474121,44.2099990844727,44.7900009155273,84500,43.225,42.975,43.1,42.385,44.79
2025-03-20,44.4900016784668,45.6599998474121,44.4300003051758,45.1800003051758,172600,43.485,43.235,43.36,42.645,45.18
2025-03-21,44.9000015258789,44.9000015258789,43.8699989318848,44.3499984741211,109600,43.485,43.235,43.36,42.645,44.35
2025-03-24,44.4199981689453,45.0900001525879,43.9900016784668,44.5200004577637,90900,43.59,43.235,43.4125,42.645,44.52
2025-03-25,44.4900016784668,45.0999984741211,44.4799995422363,44.5999984741211,156700,43.59,43.235,43.4125,42.645,44.6
2025-03-26,44.7099990844727,45.3499984741211,44.2400016784668,44.5999984741211,81200,43.59,43.235,43.4125,42.645,44.6
2025-03-27,44.810001373291,45.3499984741211,44.2299995422363,45.1800003051758,180400,44.17,43.235,43.7025,42.645,45.18
