"date","open","high","low","close","volume","tenkan_sen","kijun_sen","senkou_span_a","senkou_span_b","chikou_span"
2025-01-30,15.8699998855591,16.3999996185303,15.8699998855591,16.2999992370605,292100,15.925,15.455,15.69,15.78,16.3
2025-01-31,16.3500003814697,16.3500003814697,15.9799995422363,16.0300006866455,202800,15.925,15.455,15.69,15.78,16.03
2025-02-03,15.9799995422363,16.2199993133545,15.8599996566772,16.1100006103516,266000,15.925,15.455,15.69,15.78,16.11
2025-02-04,16.2000007629395,16.5,16.1599998474121,16.3999996185303,178600,15.975,15.505,15.74,15.78,16.4
2025-02-05,16.4300003051758,16.9799995422363,16.4300003051758,16.8299999237061,227600,16.215,15.745,15.98,15.78,16.83
2025-02-06,16.8299999237061,16.9699993133545,16.6200008392334,16.8099994659424,179000,16.215,15.745,15.98,15.78,16.81
2025-02-07,16.8299999237061,17.0200004577637,16.3740005493164,16.4099998474121,360100,16.245,15.765,16.005,15.78,16.41
2025-02-10,16.7299995422363,17.0699996948242,16.6900005340576,16.8700008392334,412500,16.27,16.06,16.165,15.79,16.87
2025-02-11,16.9400005340576,17,16.6049995422363,16.8299999237061,215600,16.465,16.06,16.2625,15.79,16.83
2025-02-12,16.7600002288818,17.4099998474121,16.7600002288818,17.2999992370605,311600,16.635,16.255,16.445,15.96,17.3
2025-02-13,17.2800006866455,17.4799995422363,17.1599998474121,17.4300003051758,266000,16.67,16.29,16.48,15.995,17.43
2025-02-14,17.4300003051758,17.4300003051758,17.0650005340576,17.1499996185303,224200,16.82,16.29,16.555,15.995,17.15
2025-02-18,17.5599994659424,17.5599994659424,17.2299995422363,17.2999992370605,496200,16.967,16.33,16.6485,16.035,17.3
2025-02-19,17.2999992370605,17.2999992370605,16.9599990844727,17.2999992370605,173400,16.967,16.33,16.6485,16.035,17.3
2025-02-20,17.2199993133545,17.2999992370605,16.4599990844727,16.5100002288818,392700,16.967,16.4,16.6835,16.035,16.51
2025-02-21,16.5599994659424,16.9599990844727,16.2600002288818,16.8099994659424,545600,16.91,16.505,16.7075,16.035,16.81
2025-02-24,17,17.5200004577637,16.6979999542236,17.4500007629395,476100,16.91,16.505,16.7075,16.035,17.45
2025-02-25,17.2999992370605,17.3819999694824,16.8600006103516,17.25,325400,16.91,16.505,16.7075,16.035,17.25
2025-02-26,17.1700000762939,17.3600006103516,17.0699996948242,17.2900009155273,241200,16.91,16.505,16.7075,16.035,17.29
2025-02-27,17.0799999237061,17.1800003051758,16.6499996185303,16.6599998474121,274100,16.91,16.505,16.7075,16.035,16.66
