"ticker","sector","cumulative_return_1y","return_6m","return_3m","daily_volatility","sharpe_ratio","avg_volume","bb_position","current_price","latest_date","sector_rank","sector_size"
"AD","Telecommunications",0.326552896434232,0.209971148845175,0.16087564117789,0.0379844167936525,0.543451939084702,225102.948207172,1.1279167266251,57.7999992370605,2026-01-16,10,23
"ARMN","Unknown",3.78835992552006,1.61939229828615,0.651459883072221,0.0323421212453876,0.705178136010432,381855.139442229,0.958844150787483,18.1000003814697,2026-01-16,1,9
"BELFB","Unknown",1.56672845490075,0.969494511673252,0.344590294665657,0.033333794693712,1.22423804940671,105220.478087649,1.02604652352563,200.110000610352,2026-01-16,2,9
"GEV","Unknown",0.787143658053211,0.188014585754612,0.133448757202235,0.0340043044952927,1.97471981290586,3390598.89867841,0.857763049028181,681.549987792969,2026-01-16,3,9
"HG","Unknown",0.432639623193149,0.238636307192573,0.111772166766628,0.0202428382058298,0.958524936972779,450160.511882998,0.145200542484733,26.1599998474121,2026-01-16,4,9
"GEF","Unknown",0.243111613270399,0.111204300268908,0.224335734435642,0.0184268242106266,0.504495242557892,183147.569721115,0.855169035407673,71.9000015258789,2026-01-16,5,9
"BTX","Unknown",0.0299250788176868,-0.0366429510639021,0.0654729538811485,0.018558833218812,-0.259278883889399,934911.414392061,0.869714709701548,6.84700012207031,2026-01-16,6,9
"KBDC","Unknown",-0.000598401846696905,-0.020495074274938,0.105130863583978,0.0112843182543181,0.429862334686638,163045.301204819,0.668043907774867,14.7600002288818,2026-01-16,7,9
"NCDL","Unknown",-0.0566439547563328,-0.149111709086274,0.0359223792212371,0.0118867050202607,0.0200844283666563,180458.752515091,0.61343826588734,13.5699996948242,2026-01-16,8,9
"KSPI","Unknown",-0.121322732170445,-0.0756791896252669,0.0748105913998811,0.0242490041043641,0.0276146399343451,354853.692614771,0.475869185788185,79.4499969482422,2026-01-16,9,9
"CIEN","Utilities",1.91590786272684,1.86443855675706,0.425342545431932,0.0279378398687491,0.913086508626328,1819185.41832669,0.629433866152271,243.419998168945,2026-01-16,1,58
"KEP","Utilities",1.7159419582762,0.436015287143295,0.304105770380044,0.0224292966635927,0.469318781846182,225074.262948207,0.925709510840211,18.7399997711182,2026-01-16,2,58
"FN","Utilities",1.17407566341485,0.590127006902402,0.198782966713229,0.0310028439185952,0.965868429924211,375053.147410357,0.86545388917416,494.450012207031,2026-01-16,3,58
"ORA","Utilities",0.794644116441497,0.31619038586573,0.0691822281329455,0.0201758987249975,0.257212441779366,496860.15936255,0.781100563897678,117.949996948242,2026-01-16,4,58
"NGL","Utilities",0.781021933378016,1.30188697069385,0.584415660818907,0.0382058387997947,0.736313410539277,815595.617529888,0.525193593735771,9.76000022888184,2026-01-16,5,58
"HE","Utilities",0.722288345406958,0.345437627300875,0.282164970926051,0.0334379416865207,-0.0233217192730515,1927011.79282869,0.852886885670877,14.4499998092651,2026-01-16,6,58
"UGP","Utilities",0.621135853547438,0.448763256241852,0.0732984231107257,0.0277446170927082,0.271313977251808,1569026.29482072,0.946675830731367,4.09999990463257,2026-01-16,7,58
"ENIC","Utilities",0.565775974892731,0.272189362468742,0.128608990896166,0.0242647655180434,0.42571450569501,723667.968127491,0.790286343494428,4.30000019073486,2026-01-16,8,58
"AQN","Utilities",0.523502583040748,0.0910623908069013,0.0873949575791226,0.0190347958525997,-0.323130860542341,4791559.76095615,0.959508888236998,6.46999979019165,2026-01-16,9,58
"CWEN","Utilities",0.523105109741135,0.124211654687841,0.133161213608839,0.0191237169347766,0.352851629306008,870537.928286853,1.21759145718162,36.0699996948242,2026-01-16,10,58
