"portfolio","return","risk","sharpe"
1,1.01500995824869,0.344680142229114,2.81423220953621
2,1.00893387897482,0.33444386274012,2.88219933556933
3,0.965857500534734,0.32132716034769,2.86579416299053
4,0.910287221158399,0.266790269704242,3.24332376183598
5,0.996474335924501,0.31709800201776,3.0005686881345
6,0.938486419471883,0.289239419599774,3.08908938037636
7,0.942485157064416,0.259337066038182,3.46068986888391
8,1.04411102498171,0.367632543615258,2.71768928603698
9,1.01251829126443,0.310968181727672,3.11130960694791
10,1.02456142148175,0.293870887476053,3.3333054182224
11,0.955247199579877,0.262893101369569,3.46242329995671
12,0.902718388837685,0.290113013809325,2.95649746137005
13,0.866180729270463,0.250840870608076,3.27371184480343
14,0.977032202095604,0.294456368596134,3.16526420039482
15,0.967587870566268,0.287763464525615,3.20606325784678
16,0.93964995367905,0.302260026946295,2.95986856984569
17,0.99566054902913,0.302915423469953,3.13836957570247
18,0.951021080346353,0.300821744616045,3.01182044370747
19,1.03329060484647,0.316440555860092,3.12314773357756
20,0.947880994541056,0.306622056561397,2.94460550120362
21,0.97940014711066,0.329906592803237,2.83231729069433
22,1.02611277687324,0.322684179359515,3.04047374997007
23,0.974905660432154,0.288638195656828,3.22169994971057
24,0.867223672989307,0.284097188413075,2.89416335861022
25,0.925595323175768,0.310856536154541,2.83280298387545
26,0.955942455772421,0.293889848176078,3.09960504395051
27,0.923343711513049,0.318459003532261,2.75810607258925
28,0.988551053133021,0.293900808549151,3.21044048089178
29,1.02026739477914,0.333716753546572,2.92244061592502
30,0.996672776733646,0.340910629169137,2.79156088225542
31,1.00799423089281,0.30272819526272,3.1810523299856
32,0.976937533880449,0.322127318734573,2.8930720236378
33,0.935315420044766,0.300239012396056,2.96535554436983
34,1.0079266946554,0.333409138395432,2.88812328087222
35,1.00179185585031,0.350557493961694,2.7293436093392
36,0.986401414567697,0.295783878100982,3.18273403071109
37,1.05407235195437,0.344747423688494,2.92699026190879
38,0.879853811120885,0.269791441876944,3.0944414148677
39,0.813014451630294,0.256053495924216,2.99942966550085
40,0.92961545615278,0.311933739976839,2.83590821633615
41,1.04509587714295,0.356450053478544,2.80571111543724
42,1.02217449887074,0.364559590353861,2.68042461294803
43,0.950135800486831,0.307105838931761,2.94730899169896
44,1.04088542544776,0.341992714114029,2.91200772515786
45,1.00793379174597,0.315379987110555,3.05324951201935
46,0.928976432339253,0.305708873543693,2.89156288495143
47,0.999087464540089,0.304765918678543,3.13055826149127
48,0.993739241790758,0.310672996696492,3.05381945608108
49,0.896858608741271,0.278611384955872,3.05751543095123
50,0.929611035225458,0.321934085855709,2.74780172119438
51,1.03756075082999,0.341827373561718,2.90369007165186
52,0.985367935570323,0.310864671843451,3.02500740915289
53,1.04545452436835,0.353801108624737,2.82773145696808
54,0.962531872221622,0.288680731251029,3.17836202037246
55,0.991972327025801,0.344791475231082,2.7465073676521
56,0.876312155085939,0.297583241333249,2.79354493002175
57,1.00829443571425,0.317542583613767,3.03359135254099
58,0.884610243409332,0.300386411982754,2.79510061013524
59,1.02234004860451,0.335360961434781,2.91429283964103
60,1.02520040954875,0.33186841218908,2.95358152070913
61,0.947460165548324,0.311985146558296,2.89263824096733
62,0.814129719069822,0.275991165941926,2.7867910787828
63,0.925067260403732,0.280022748841936,3.1428420156696
64,0.862014500882087,0.295250224616196,2.76719349475228
65,0.97326517342968,0.302419329012998,3.06946376893053
66,1.00700578305652,0.314584019530253,3.05802495782531
67,1.01480123991632,0.352269702931776,2.75300780011769
68,1.02442675731479,0.335289760078051,2.92113531020689
69,0.982159236154435,0.348304417647836,2.69063264394762
70,0.976784757949903,0.319988054056576,2.91193607429219
71,0.844950207906794,0.253524726763489,3.15531434790997
72,0.913575070828081,0.319170999033187,2.7213470943761
73,0.937868977342619,0.284975846036371,3.13313914060164
74,1.04205215748697,0.325533178459893,3.06282807240742
75,0.972813412543024,0.305960812749492,3.03245832106832
76,0.899754343703565,0.325530142015971,2.62573025775791
77,0.909635618070317,0.303268624945132,2.85105529207563
78,0.992036924566613,0.304240780454207,3.11278758604537
79,0.891565150680773,0.290806647767183,2.91109284186146
80,0.912636828392991,0.325187402249899,2.66811328603139
81,0.926274391215419,0.291849006223975,3.01962443736779
82,0.970304157777586,0.30325749201276,3.05121615177986
83,0.907282648493386,0.279185873657047,3.08856116965508
84,0.991796984801499,0.324031448727465,2.92192930198521
85,1.06691697697535,0.355387077322688,2.87550404104159
86,0.930412152982082,0.295536757069788,2.9959459586714
87,1.01388072072138,0.31348652850791,3.0906614243774
88,0.936815749466612,0.290397069469425,3.0710218636022
89,1.00285156741934,0.315526773171399,3.03572200162874
90,0.924317933972376,0.299896086196993,2.93207539025627
91,0.971419288595938,0.319834579888858,2.89655761712154
92,0.96396980657757,0.311483924055564,2.95029610071831
93,0.949742195064581,0.325511255811245,2.77944980062139
94,1.00411158507866,0.331501986050906,2.89323028348728
95,1.00891088427409,0.333155889003096,2.89327283740476
96,1.00437212066524,0.320479335185118,2.99355376567754
97,0.942661834642972,0.293180931118511,3.06180156812489
98,1.01877472151313,0.304561050942771,3.19730549424755
99,0.960264219520502,0.31958981491404,2.86387167803417
100,0.949661366891009,0.310476463886909,2.91378404522326
101,0.928210356324891,0.290747035921493,3.03772780873121
102,0.994966274296275,0.326064872397591,2.91342721867299
103,0.88521245789172,0.275113628019303,3.05405611470751
104,1.02942228394806,0.355737084748558,2.76727483906792
105,1.06310513196805,0.366208864287519,2.78012148599634
106,0.951520848194751,0.30852260012021,2.9382639970023
107,0.996915320328486,0.300423126582331,3.16858203014412
108,1.01080198709334,0.30266422050354,3.19100151807355
109,0.981424591082734,0.340083711635383,2.75351202966966
110,0.881343968092672,0.2830825373184,2.95441737952202
111,0.950371472220159,0.288236721205818,3.14106914772205
112,0.91506549080047,0.275699051993418,3.1558523125471
113,0.874404400011404,0.307326043674338,2.69877681076158
114,0.928558816218831,0.303496866422822,2.91126174261017
115,0.983820295445033,0.301168171462821,3.11726266054289
116,0.988843960910186,0.322210313592825,2.92927917292839
117,0.940432983523602,0.321918604235429,2.78155090057716
118,0.998255393893907,0.335369206414244,2.84240584902257
119,0.927503411437136,0.297908364652977,2.96233176421593
120,0.943921278082102,0.281917420113961,3.18859784442808
121,0.955631792027561,0.304391684017649,2.99164477822844
122,1.00528463439943,0.305788358945439,3.14035706823874
123,0.950276043341476,0.302441041969921,2.99323146569344
124,0.968160567889928,0.342310985175438,2.69684762648444
125,0.875572486389659,0.294026235661607,2.82482440562059
126,0.899892754835709,0.271556182075644,3.14812481270477
127,0.95380783332872,0.302214744948771,3.00715914269098
128,0.915103124554088,0.294117074757709,2.95835637992412
129,0.98694951732578,0.330154737444721,2.85305467556253
130,0.908331891977995,0.295682731322991,2.91979138624409
131,1.00476346883154,0.336785180146788,2.84977940066492
132,0.946661863056132,0.335136681966774,2.69043023808872
133,0.956428772899718,0.315686656911554,2.8871311249467
134,0.979382604314517,0.345533780733042,2.70417150627717
135,0.954020887888444,0.293001322114938,3.10244636893431
136,1.04953402892295,0.312911412131776,3.21028249522555
137,1.08480006605235,0.347516404103194,2.99208916118845
138,0.990546772688712,0.362331684505831,2.60961658370645
139,1.00858819305969,0.353739172060958,2.72400759985282
140,1.05866806381426,0.331114796949941,3.06137953710208
141,1.04704836386839,0.352583694112235,2.84201561388545
142,0.935159211722478,0.312268525846864,2.85062098176045
143,0.906096938843379,0.268271023548428,3.20980226434308
144,0.926609162441209,0.277507816065748,3.17688047471908
145,1.04925016511808,0.302399153327444,3.32094238382559
146,1.00240959591892,0.338668242010582,2.82698368832885
147,0.904487192376711,0.321997366846478,2.66923671082844
148,0.95361646541218,0.297563616554224,3.05352003693841
149,1.07372936355582,0.350226152477642,2.9373287982013
150,0.929491034865954,0.278452753959589,3.17644922626378
151,0.955855674972971,0.322616420125748,2.82333947732091
152,0.865654514478663,0.279087434826589,2.94049251980325
153,0.892643457479574,0.309132930540838,2.74200311172477
154,1.01014316968076,0.342220283456993,2.82023952505448
155,0.979480757122176,0.321947417283577,2.90258814624709
156,0.980323662646474,0.32371601561383,2.88933391470581
157,0.977170893299802,0.33956177992496,2.74521736075775
158,1.06214963288275,0.335847091302697,3.0286093261591
159,0.995477823553374,0.330280240931954,2.87779196500343
160,0.980697459421292,0.295017695272519,3.1716655455428
161,0.974204158523835,0.296195866936331,3.13712736148196
162,0.924644488502124,0.29766783909204,2.95512102075003
163,0.996277117801794,0.346635432739686,2.74431586604759
164,0.891944763408921,0.309745938824778,2.73432080053205
165,0.995328772536418,0.31474121453602,3.01939729735541
166,0.884535373956658,0.291792898380903,2.87716177677751
167,0.935145976477565,0.291277572087282,3.05600589190173
168,1.01544726291368,0.322880852605303,3.00558938408148
169,0.863569004247422,0.251617803496235,3.25322371021998
170,1.03325151554104,0.332715302869843,2.97026168323745
171,0.972436517687221,0.288625973678943,3.21328155559163
172,0.953559654626283,0.269378578770081,3.37279845626387
173,0.975007490159652,0.302295305865067,3.07648670725563
174,0.951013040291816,0.27117069594904,3.34111706694915
175,0.983802603080724,0.34445494124252,2.72547288679985
176,0.9971998654853,0.316138329662721,3.01197221640658
177,0.95507646240023,0.329466835652498,2.76227032258908
178,0.971161887562859,0.284595915938731,3.25430491336442
179,0.927672716987205,0.317508791810536,2.77999456945405
180,0.971144437195556,0.322839779164446,2.86874324964707
181,0.942854436478884,0.313273818588366,2.86603725943228
182,0.963447988018216,0.335489438892649,2.73763606702416
183,1.01709407702407,0.29592041414868,3.28498484912114
184,0.851482428973403,0.24222679789629,3.32945172036127
185,1.04510859331518,0.317807284409842,3.14690267459523
186,0.923041730820443,0.315987645783438,2.77872170807022
187,0.935966754802067,0.318957304736372,2.79337309906879
188,0.98120921677652,0.321131675321164,2.9153437319449
189,0.884839784428243,0.289351274638578,2.90249208501766
190,1.01470142011202,0.354059046296188,2.7388127213697
191,0.92687543297283,0.299537762180192,2.94412105690475
192,1.00332384628889,0.310062455025438,3.09074456051207
193,0.941117423912455,0.278916759758676,3.21284896858759
194,0.98354702317125,0.339005101030732,2.76853363066702
195,0.979649976097079,0.283388699387167,3.29812013717652
196,1.04182205271197,0.327538968211609,3.04336933756218
197,0.980692749856623,0.314559971388341,2.97460845296639
198,0.957291882604118,0.28913723660932,3.15522100613004
199,0.924211027354108,0.305008620359778,2.88257763441905
200,0.999466372663492,0.30731984322376,3.10577528171048
201,0.976035866756428,0.31907903419713,2.917884809007
202,1.01087072970804,0.305670998977517,3.15983764550423
203,0.96113206056598,0.28799481389935,3.18107138167479
204,1.0342503222476,0.352950632225534,2.80280082234127
205,1.00254210956341,0.321815574295824,2.97543744319597
206,0.919011329886063,0.352711549482567,2.47797763120672
207,0.971277097823022,0.309829724614507,2.9896327699852
208,0.9752578230825,0.277369606067467,3.35385638055896
209,0.89554850325447,0.261683715771217,3.2502920586701
210,0.960687324263761,0.294475555808769,3.10955291942263
211,0.972847976372003,0.282516227098779,3.28422896589083
212,0.939141512800082,0.295394085549432,3.02694453457652
213,0.988290319078481,0.320229793184574,2.94566695277721
214,0.954211023110874,0.288505443045089,3.15145188775096
215,0.975692861530302,0.322476676796,2.8860780592795
216,0.947405551459763,0.284419483667657,3.17279793853441
217,0.964029198508948,0.275602825950465,3.33461456840841
218,0.971075460612614,0.280145867147072,3.3056902464545
219,0.989669750454088,0.360663515752774,2.61925509288729
220,1.04510811001959,0.335833201840315,2.97799057549745
221,0.883549040318861,0.274962420502401,3.04968598540373
222,1.00011192198852,0.310100354118745,3.08000913027912
223,0.913693114306843,0.366545623341599,2.36994540103204
224,0.967051392303382,0.302312721326075,3.04999203559435
225,1.03568895252779,0.320790125357586,3.08827758156043
226,1.0028238032998,0.315679802769806,3.03416244845491
227,0.969194334961108,0.321768504599276,2.87223367654357
228,0.974645798811475,0.327562561648093,2.83807097530948
229,0.973936193743772,0.353231596554157,2.6298219151563
230,1.07747902582524,0.324810690683236,3.17871010850484
231,0.897019981672757,0.285398070951727,2.98537400351549
232,0.973488590783621,0.323243335336161,2.87241371834636
233,0.932097547058641,0.289382758263682,3.06548169068984
234,0.97564980777741,0.31062943602414,2.996012933253
235,0.951298639654143,0.276091776095038,3.28259918666382
236,1.01277778073929,0.317734552429014,3.04586886550686
237,0.948343403989905,0.296507720787033,3.04661005653452
238,0.953086301128234,0.308136287786406,2.94702810776283
239,0.97597188530497,0.319096265790293,2.91752673131185
240,1.01111194566183,0.329430226877857,2.93267547066966
241,0.958172603927954,0.289702785760955,3.15210156343284
242,0.966245022684459,0.303584966551271,3.03455415842824
243,0.96555226328424,0.298509321696791,3.08383087687723
244,0.95409054800513,0.297800140858488,3.05268676295597
245,0.885839454320117,0.280712535076405,2.99537551499528
246,0.926112094397722,0.281693109969239,3.12791496566579
247,0.974530991293924,0.302977005197099,3.06799187842399
248,0.939804818598901,0.287213211830599,3.11547234507674
249,0.974189316283153,0.295815121195514,3.1411150063185
250,0.90128206791535,0.29875044337815,2.86621187313685
251,1.02983665855204,0.321785663802228,3.06053615600889
252,0.842151514388799,0.245818193494578,3.24284994148076
253,0.984947027887346,0.310463387181153,3.02756159565732
254,1.01237921386645,0.317679201903892,3.04514493888433
255,0.964126450768089,0.314238290296704,2.92493460901995
256,0.946977704163535,0.287187526302275,3.14072730030123
257,0.978762732555802,0.326443204530718,2.86041406160727
258,0.982052968881695,0.315811866271044,2.96712400311607
259,1.06201928824931,0.323690335410577,3.14195135594425
260,0.977126020105076,0.294062095858068,3.16982716655524
261,1.01218491612913,0.310261779241281,3.11731892498745
262,0.907040678091767,0.3015921864135,2.85829911027556
263,1.07030866485652,0.356484945242763,2.87616259407055
264,1.04496241446808,0.303060732977453,3.29954463134777
265,0.943229929560296,0.295296693612315,3.04178796779741
266,1.01813075553733,0.321600819575076,3.02589637931614
267,1.04657653418182,0.331371923105262,3.02251477673825
268,1.0284274314998,0.322542554003274,3.04898506970283
269,0.888807214664829,0.276311098785214,3.05383033245707
270,0.95000843272379,0.292311383954545,3.09604237946654
271,1.01572618391951,0.324731229942134,2.98932192044631
272,0.930872483417351,0.26857212689307,3.2984527980078
273,0.987396559123944,0.329925947594445,2.85638812586625
274,1.08552915384233,0.374284330597406,2.78005000150958
275,0.873552286393012,0.294072314542874,2.81751203842827
276,0.951356009581025,0.298589556243268,3.0354578404698
277,0.959874982768824,0.348244793846344,2.62710311520836
278,1.0016347324966,0.321187698756421,2.97842892551772
279,0.965754749086663,0.287694803794378,3.20045665386695
280,0.96339472431764,0.293160735374792,3.13273441323415
281,1.02003504587831,0.306245477387724,3.18383492287091
282,0.97748836407992,0.35260746500781,2.64455082951595
283,0.985441439261385,0.285691207510469,3.29181092920727
284,1.01745564156344,0.325662894249814,2.98608057206996
285,0.948269995550465,0.293777665555759,3.07467211246876
286,1.04974368381161,0.344270253409053,2.91847371029701
287,0.912638452125257,0.26825567231972,3.23437131682033
288,0.921343922125615,0.293056430381081,2.99035895914669
289,0.980587333754002,0.306807413023193,3.04942871013118
290,0.971095648851997,0.292551062535381,3.16558634525552
291,0.958020352229749,0.321258556453779,2.84201100293841
292,0.987628984280606,0.312175840467705,3.01954495539549
293,0.880351600724096,0.264795061498923,3.15470989525042
294,1.01355407699678,0.313209139001057,3.09235573420961
295,0.911968039965223,0.301740398161379,2.87322494849213
296,1.00221996440902,0.306828972333321,3.11971831450502
297,0.957457971243371,0.32410772893635,2.81529223088217
298,0.99424546174738,0.305922492357181,3.10289529361929
299,0.927478108241806,0.323974354277462,2.7239134721325
300,0.989831223355005,0.320012914195674,2.95247842022175
301,0.963874070425598,0.303840219395825,3.02420157625197
302,0.946646154572382,0.301030124243206,2.99520241317753
303,0.985771594358133,0.302765420426037,3.10726235854254
304,1.0137641445721,0.325351476617956,2.97759258584731
305,0.997045560420953,0.299923549985959,3.17429411750268
306,1.06993133798719,0.347014175470007,2.95357195883709
307,0.964807598338146,0.321441200380851,2.86151121028772
308,0.976435528320886,0.346620316112024,2.68719254188164
309,0.914525618050601,0.289519733631137,3.00333800098898
310,0.885708121507761,0.268657393337666,3.12929456756511
311,1.00028543188421,0.30872220091876,3.09432048955752
312,0.983818970951654,0.338422233299499,2.77410547705006
313,0.815809383061592,0.281598936587351,2.73725956639928
314,0.952300627252618,0.297212535929156,3.05269972686779
315,0.939686012503884,0.348001343609883,2.57092689132501
316,0.92829302257688,0.308243953634377,2.86556479749996
317,0.964515881896852,0.315035275394506,2.91877117807007
318,0.95221776963182,0.3616283793681,2.50870180934657
319,0.975025561018635,0.314618771432657,2.95603964373659
320,0.978877292781283,0.321675433816073,2.90316634286488
321,1.10396334604048,0.337275343972258,3.13975914624695
322,0.981751511570058,0.309171276086031,3.02987885365326
323,0.99038608607494,0.320827746291174,2.94670924508174
324,0.97502099230564,0.359744516844984,2.58522631689308
325,1.03215060990411,0.345135740853923,2.86018077253239
326,0.988498792212377,0.316581606248346,2.98027040608366
327,1.08397579872354,0.352743797584208,2.94541195575668
328,0.963693016349292,0.324459752192362,2.83145447206231
329,1.03104161189222,0.326561292570519,3.0194687316755
330,1.0863154846067,0.377808882168509,2.75619640975581
331,0.944519436156508,0.347090476936393,2.59159929738249
332,1.01939811089271,0.312010592826121,3.1229648393243
333,1.00864477020667,0.32239769986723,2.98899393700241
334,0.988631270741826,0.321140629221188,2.93837398597078
335,1.02148392327704,0.363064651881579,2.68955933389941
336,1.01081317522049,0.311708574430269,3.09844917479659
337,1.05779489136082,0.332323341625436,3.04761888348591
338,0.927081191204454,0.269560473676029,3.27229426174916
339,0.996942998001874,0.30956661357669,3.07508289412498
340,1.0120040946042,0.332323283426801,2.90982950286477
341,1.0387702338504,0.330915791156289,3.003090999006
342,0.971928244793656,0.296882660629548,3.1222040479834
343,0.989796783214672,0.297867724444147,3.17186692508483
