"","ASM","USAS","ALM","SBSW","IDR","GROY","NGD","AU","DRD","AG","SATS","WLDN","TPC","WBD","DAN","RERE","SPHR","AGX","VSEC","DG","MAMA","COCO","MNST","BUD","ABEV","BG","ADM","KOF","HSY","FMX","TTI","PARR","BTU","HCC","WWD","POWL","GEL","EC","IMO","THR","SII","CIB","SAN","BBVA","HRTG","AAMI","PUK","RKT","FUTU","DB","ARWR","LQDA","ANAB","RVMD","GH","ADPT","HLF","RNA","EYE","BKD","HL","ATRO","UUUU","KTOS","RKLB","TSAT","FIX","AVAV","CENX","TFPM","NVRI","DBD","CAE","FERG","CTLP","NATL","NOVT","ATKR","SPB","PAR","DHC","BABA","APEI","LAUR","AHR","LINC","WELL","OUT","NLY","AGNC","PL","VSAT","WDC","LPTH","TTMI","LASR","MU","STX","VICR","CLS","LITE","TIGO","IHS","VOD","ESE","VIV","DGII","TLK","ROKU","AD","ARMN","BELFB","GEV","HG","GEF","BTX","KBDC","NCDL","KSPI","CIEN","KEP","FN","ORA","NGL","HE","UGP","ENIC","AQN","CWEN"
"BG",0.0948188443184398,0.041394657293926,-0.0563832454385697,0.121974392149096,-0.0616200596335324,0.00478127520225108,0.0341307748718193,0.101877667215922,0.0552852872258942,0.121496835647046,0.0222653647574064,0.116458435633242,0.149795559595092,0.14530721051651,0.229510772887709,0.0835921428766112,0.193500480391666,-0.0488499379949932,0.131157472103098,0.0961625731078485,-0.0567872390686744,0.0131634988346446,0.207844055057802,0.231568587909646,0.249706231465394,1,0.715397063480142,0.176643785553508,0.230000062891941,0.158920875709597,0.276926462969817,0.236101502281699,0.222205253926526,0.18268525015459,0.12522955604313,0.133272521011892,0.228109649971677,0.386366211268812,0.330851567057333,0.191792629011958,0.181639613838802,0.214369305110769,0.175447988671558,0.254033566903047,-0.0154048012096771,0.19193864066512,0.197763706305591,0.123109860246637,0.217882103892503,0.144969781047288,0.167893940274889,0.0354551487649952,0.0539561989316609,0.0934646622616813,0.0465969621673646,0.0160720509637048,0.201175436224079,0.047344818144977,0.112183177143805,0.146219594645202,0.0999968460130308,0.104763441327417,0.0544580241642487,0.0776142210616133,0.0258669036246616,0.0294088935360066,-0.00659724177279252,0.043671173014848,0.153416758040138,0.0736546391206453,0.257837347436677,0.181184564374061,0.128406639073941,0.209956604878735,0.157915882170172,0.238370357302321,0.215911829955709,0.189839560869901,0.368780974306622,0.165313103275223,0.164687889712992,0.230848851046902,0.0303141405207211,0.127699744364551,0.137566043887949,0.00561733812990615,0.0783205926116972,0.254342128021595,0.274523328897362,0.292315553013739,0.0308058063023497,0.10984915686802,0.155406455822167,0.0283210971411173,0.152126761424539,0.18733438840705,0.161502975126816,0.107353194588061,0.150447980065002,0.035406581866803,0.00906691110304904,0.201283431573866,0.00116990963655379,0.226074042283112,0.124782333809777,0.282947131635062,0.169371274625772,0.205011778599296,0.210856347658433,0.0544206674297533,0.0700797739872673,0.214475058374913,-0.0761943986629293,0.144381488731256,0.236891267244496,0.101866267815794,0.271941928614892,0.318290104960973,0.13739241189203,0.0163877790006152,0.0548969316368573,0.0613670341426215,0.174184779630843,0.21711509627726,0.162972862063484,0.281525129657583,0.126754184704627,0.144905687878933,0.279972007095556
"ADM",0.0771705712642593,0.0413389874600298,-0.0357877024738776,0.159701111996092,0.0563408817899629,0.0510174088650036,0.103395868422526,0.149693157640222,0.0647330682885408,0.152354748680416,0.015025737678835,0.159167332374263,0.100370975808514,0.165018930901443,0.230815377459719,0.0558507076045809,0.174273524908567,-0.138882574884346,0.0684820403916364,0.175928632082916,-0.0407475347102329,-0.00110265837152809,0.24873100719127,0.227374514759256,0.224889874042348,0.715397063480142,1,0.157743108529665,0.341460338856735,0.134075276367583,0.223596173347679,0.338619744351728,0.293039303611906,0.214096564637471,0.133115577038062,0.0424096822799846,0.24997360120858,0.367513908889641,0.386141205328567,0.180728466828473,0.178982524531501,0.156308216750665,0.15446352290317,0.199160346822221,0.074476939046722,0.257555077928902,0.200625111704683,0.109078956822935,0.146107222749513,0.108821625852878,0.162464551761294,0.0245264965489007,-0.000361222832184749,0.0248720744577952,0.0111410186036849,-0.0678270389127465,0.217077730026174,0.00278944875612725,0.106280175408417,0.107886165976586,0.118345219535619,0.114034832907074,0.0951177977466093,0.137894713406089,0.0172122091790823,-0.012042952618338,-0.0838596240229956,0.0352275399592168,0.12544126989986,0.105846365812291,0.271944798767528,0.0983401163202214,0.189649824041531,0.213261145887484,0.131242844861027,0.210128888586405,0.165801812569788,0.179016235380977,0.382986172559626,0.190268972969061,0.170625889300886,0.183552145698745,0.041075430533737,0.0964076590398315,0.0928335010878036,-0.0625526758663102,0.106438053109237,0.293164190000777,0.271077304646035,0.274521511968236,-0.000953902622806043,0.120759452768578,0.0729340068834898,0.0471430706929547,0.031832150184208,0.142055320846428,0.078098464432887,0.0337839289350346,0.0462798789953474,-0.112947372920778,-0.125106108514361,0.288822431077475,0.0370602291397733,0.334781695997941,0.0925033739225341,0.287035800558253,0.10423321225081,0.170708562160545,0.126760673294504,0.0351971422060979,0.121246055946726,0.165833268583422,-0.128737947333018,0.132723093479484,0.275768136184302,0.0784437888061906,0.328858719860339,0.377558219844315,0.119421391077746,-0.076893895101349,0.0765790654805473,-0.0399974163870016,0.140082921239533,0.120136037984207,0.219913632630001,0.269101493094488,0.138657528373414,0.153111363795075,0.220162357475099
"KOF",0.169846701795228,0.131657245673977,0.0831231664900165,0.199240950914867,0.147055148509622,0.114045770903163,0.214327374352268,0.218753113225564,0.166413874899894,0.203101414427298,0.0772805557002658,0.0286753443524004,0.0914517828186269,0.170820474813905,0.203783433607427,-0.00112024307967055,0.187163843155644,0.032280794115596,0.0701982314558958,0.0466588735391959,-0.0727393603203466,0.0693871643333317,0.282911791668474,0.304127593999789,0.342170857899914,0.176643785553508,0.157743108529665,1,0.142047863680226,0.529283850067314,0.074970322340809,-0.0540341266579291,0.0819901205011921,0.174806229878934,0.139515930500989,0.121229557693937,0.145394307063172,0.191126039708798,0.118306131357505,0.0980574129020703,0.223548622095885,0.298156404863509,0.227247480009453,0.248897571935484,0.102126171355539,0.031308781414569,0.256312928565893,0.0333505307048109,0.064466542086268,0.178111654122709,0.118683092924986,0.0312790845947951,0.0725416455511343,0.109014202361699,0.0462899333989765,0.0290332817115261,0.0249800255887941,-0.0533623709429901,-0.0390224808765034,0.0434226089515305,0.195688612307438,0.0464848569291054,0.0654115527862241,0.0281002642714268,0.142463708061601,0.128755274207826,0.0450180286199566,0.014708002978326,0.184789706447801,0.285341792388235,0.13317088147453,0.143752101330593,0.224907976450752,0.108915685566515,0.0869155021020534,0.121629711612554,0.142856426956036,0.077124367282682,0.062868067913719,0.138180347115984,0.187369830424486,0.131918951090102,-0.00660368335325192,0.17712549862911,0.183153007049055,-0.00375173074309129,0.204909905229984,0.136592101898621,0.112351914770338,0.0903825130262564,0.115532170265028,0.0653803098265838,0.0886715780033335,-0.000802613503633308,0.0524060135086447,0.0709054960263363,0.131061306290325,0.113790366686454,0.086234531308592,0.0577583448644404,0.125236350455738,0.151007550716777,0.0467472165338003,0.253002378031801,0.0453345582575803,0.357818827941694,0.0728746154035074,0.152279665206613,0.0187775741029394,0.126467903569043,0.207600712391026,0.0770680505450432,0.0521774529225195,0.183307208784867,0.151147481585938,0.124761527188303,0.122806269063171,0.159100013813715,0.161659446827859,0.117710968324737,0.0409389881966496,0.0345919053072884,0.144910809912276,0.0883778562908035,0.112998167184417,0.248686353045895,0.280465621018074,0.150159120742827,0.224689429122892
"HSY",-0.0459410064587997,0.0222860000329973,0.0208914761313449,0.0886455146151516,-0.079552920386326,0.089828639505194,0.011292233869476,0.0954616106681697,0.107818413821465,0.00642336692632878,0.0629271582699378,0.0664962601608056,-0.0571329014828815,0.0258329352136436,0.0405855013728905,-0.00216802766712909,0.0526452031291368,-0.164537814273205,-0.0347067682846307,0.266549471758656,-0.0689771013779192,0.108102109420191,0.359696139309346,0.208746252816648,0.08594247748773,0.230000062891941,0.341460338856735,0.142047863680226,1,0.04699440911343,0.0335870312763724,0.013574515129445,0.00658718585406596,0.00501399248631506,0.0722675986147821,-0.118834831998794,0.0344450658907829,0.0871063714397736,0.113776512971486,0.0618740995172564,-0.0110455046737745,-0.00625525295578731,0.0910957576566531,0.12143982271842,0.00665707930523567,0.115436228173527,0.041697017282083,0.0982460028117034,-0.11456941305428,0.0484061652658116,-0.0213332731744153,-0.00744843695502248,-0.00409761099842418,0.0655766001033942,-0.160454727778004,-0.0905173720746037,0.208319375042967,0.018661442522853,-0.00270281422474155,0.0885193572544338,0.0243520921070328,0.0321542249811733,-0.0363514909348481,-0.0717322604897824,-0.107650876112886,-0.0187026753870914,-0.107538053107308,-0.106505836130831,0.011687827379714,0.0892391282160429,0.0527541701020358,0.0489243119133519,0.0559749867074066,0.197480331645884,0.158457673843806,0.0959546581631514,0.0785065259074443,0.140600471463347,0.182788673498597,0.0490722872619833,0.0657893937160652,0.112948465365154,0.0195926266844638,-0.0238126888154065,0.0112869279416148,0.0624758458721845,0.175650530532169,0.180817030732706,0.221130853203502,0.206086917987735,-0.0342246853754877,0.0467666795852279,-0.0904705075132857,-0.107574906668078,-0.033117982700183,-0.0155862912196237,-0.140653510617497,-0.0320653964016207,-0.0935817501350071,-0.214294509555111,-0.101513281668333,0.0588551227254686,0.112311297251595,0.28164232957541,0.0272680675437451,0.175577327632684,0.0582545492478568,0.151145864551217,-0.0707788485162758,0.0126366623564627,0.0674272266167674,0.0564809432156914,-0.1871948986181,0.180762757597391,0.185503394292451,-0.0230979444350156,0.180679456600825,0.12070119484919,0.0703865879105566,-0.140675931264046,-0.029023958810738,-0.0864316964783546,0.119142335434142,0.0402168209663151,0.169111113632251,0.0586920239402296,0.0707095761752328,0.192053781179184,0.133476319760979
"FMX",0.220208872957199,0.177439896886166,0.112287839814483,0.235016066703354,0.159867871379903,0.165631253662706,0.210687802488951,0.198581601971723,0.157043025645059,0.248537004333251,0.0376981970083351,0.0479759515451126,0.0790041658927644,0.243649975029646,0.195115053249904,0.0741211619935637,0.133473798924175,0.14653568828814,0.134560312527791,0.0221985794164534,0.0223568207964623,0.132928727066721,0.141398871792048,0.294291126839274,0.392014554402592,0.158920875709597,0.134075276367583,0.529283850067314,0.04699440911343,1,0.163711623432452,0.0423418959988051,0.144775688158221,0.149917686651905,0.0946103591568522,0.147817851651292,0.156686552029861,0.267453710787961,0.162616008996784,0.0975187631275812,0.300524071349491,0.309543603911481,0.330161888196975,0.362151675496703,0.169550900953836,0.133666860379462,0.306124108127557,0.0782915440387681,0.165190503305783,0.308419569545304,0.117319472560191,0.00305125550665504,0.115163356410179,0.104341597235138,0.0522507486587592,-0.000444786948752844,0.0239107669141571,0.0231738511654215,0.0935826497739273,0.136141533862451,0.163701297444232,0.0814411377325855,0.118719268030857,0.0483285890220427,0.173903211565719,0.136974713948622,0.0600449741305481,0.00253166287427545,0.205779795471057,0.187589303306677,0.178496173708743,0.130258607632042,0.279996940912432,0.0146367487547296,0.00838793967878252,0.15386309533945,0.121983076173715,0.0932378154354198,0.00717222626737198,0.218704292675576,0.20615280041097,0.158109662825148,0.161571750181012,0.209633947801013,0.195230155944411,0.0925532361970511,0.256736515262512,0.213440320775524,0.171040652273408,0.169200893572814,0.144735016066793,0.0919043920569611,0.029096115857849,0.119043657154359,0.0428420510101811,0.0796944475929496,0.0980117614620787,0.0710631576372129,0.129788136543437,0.0158574566737268,0.0323281546935526,0.23151339271034,0.045989509316604,0.306137710836148,-0.0244775383860268,0.358130733551817,0.18552852580424,0.144524029358,0.0946184357383388,0.231564661340203,0.236925051972753,0.028389733972815,0.143687628440451,0.248136764037489,0.145906404620705,0.160359507107978,0.18889566720414,0.194309735466492,0.190375404946304,0.0417017488191724,0.039834173851847,0.0084710588496255,0.103954673973483,0.115668063729205,0.105294045553255,0.323793782966775,0.379089376511612,0.105859434440678,0.183853922301053
"TTI",0.233955041018483,0.25696909861846,0.151690752689605,0.201926905488649,0.109508770766444,0.0992198158723821,0.145466947344414,0.0806186493008459,0.099242198216585,0.224993774328217,0.146356737091753,0.214503899366082,0.299442903974613,0.305269891028054,0.37763247917866,0.192240904740963,0.351402882507817,0.308730569277885,0.351242471995528,0.079357350807516,0.156738986249601,0.0512505856426632,0.0456083310220035,0.0348878392004223,0.155675871131941,0.276926462969817,0.223596173347679,0.074970322340809,0.0335870312763724,0.163711623432452,1,0.386932657863146,0.309122777044867,0.262995030786425,0.344052705030131,0.294573643478602,0.391429556435494,0.411188400135044,0.420734108221766,0.451263455682645,0.323076354152735,0.181360167223744,0.277247775455173,0.271987974974489,0.143530919870165,0.326336628175058,0.46962106837478,0.118004312588677,0.30374272560856,0.286774435207037,0.294142302945523,0.182269747894965,0.098262974813044,0.162489837153203,0.109496883015503,0.167640903547875,0.170111848882872,0.0774667865661916,0.320806112864309,0.218099572003588,0.19267936872204,0.265602348694775,0.276545664718979,0.249660352613357,0.233134671483053,0.259682007306289,0.263428407844017,0.217326834349325,0.303148928414234,0.096718524656938,0.422438460758193,0.376411342026244,0.334451753782089,0.285025622346381,0.237710820065903,0.334829369289318,0.279702090868975,0.260009888051674,0.268326444631716,0.286668454206601,0.209249408338483,0.200236120679734,0.229147626543106,0.277362840679066,0.263224136316556,0.254174440767521,0.169505736396493,0.336041457099834,0.287397158029523,0.273566517775272,0.226877824174398,0.253170072080388,0.288230732990862,0.329915124557483,0.28450452031579,0.358603824791823,0.363714081630123,0.223428958019615,0.21549457265182,0.299218665172401,0.285496201117186,0.155315441222686,0.173332288594876,0.102065255599089,0.297375246811155,0.17882237788709,0.34256637169034,0.235064746770139,0.33143305775423,0.142013647951539,0.200452837156896,0.355051753915472,0.288829821170446,0.25509494193593,0.268743055172698,0.344946005476393,0.335145419881112,0.343286922115883,0.241607736078416,0.25558853092214,0.143477226917063,0.269526619611634,0.294904760553886,0.293190394575149,0.246731508461922,0.296302468368126,0.288677294310751,0.262498456039043,0.316178290112558
"PARR",0.102846362486006,0.0161654376805647,0.0317883241991002,0.142849307718674,-0.00957991378624842,-0.022504446953222,-0.0111403892463867,-0.0126698439669702,-0.0572704664278675,0.0715726163985817,0.142034749004876,0.111242869278533,0.175678852812037,0.200800339844022,0.20437984314863,0.124703660780901,0.222338460545566,0.0610437643227061,0.245165723202178,0.0123801424577437,0.0927400879958647,0.120627333796803,0.0495295255644117,-0.0259494816389198,0.0802259983270432,0.236101502281699,0.338619744351728,-0.0540341266579291,0.013574515129445,0.0423418959988051,0.386932657863146,1,0.196829293374879,0.142434289704033,0.193063027092131,0.0791404549948144,0.179405805673654,0.376284886464525,0.407650827532897,0.28360268761033,0.124939701272491,0.146102071449599,0.122177946406017,0.0718468149917957,0.170852013435316,0.22715240779875,0.0938594023301977,0.0922176949171682,0.151264573974926,0.0391439186292205,0.11711128448742,0.0928525633921787,-0.0302280131964203,0.166545136853086,0.0200319849214841,0.028325873695754,0.194514387046528,0.0138763755436793,0.280181128524819,0.0680349708880099,0.0664111109830513,0.0905780478439114,0.134145667545359,0.173594394281605,0.0557470546301186,0.0584904562414145,0.098315083183099,0.116535554115393,0.164041506663205,-0.0731158857927256,0.287642453389923,0.145057073656777,0.143701377697466,0.241058242217973,0.230808042741521,0.179353128404206,0.120853000189514,0.213113596220767,0.198139256496105,0.238127438073206,0.1948389254802,0.126064309713346,0.168212283766602,0.102338250273862,0.0513745732694883,0.114456946802077,0.0248073565956212,0.276216508790774,0.196474240570565,0.220128913999591,0.0712622313875208,0.0659208155578056,0.203949501919998,0.130239767446119,0.190372933784646,0.250249806882269,0.239840024992837,0.197431862430962,0.154196971444698,0.191869934122975,0.15668852862601,0.13943698203719,0.0551016929193379,0.00080049157859316,0.155206438544833,0.125156978048594,0.207964094534168,0.0743171938210608,0.246464871104504,-0.00711449057337183,0.0588656862216419,0.324671139700434,0.0896913705088217,0.00593316990908254,0.174797326564368,0.25492345745651,0.221391839743765,0.166691194533405,0.151931074910264,0.0850853373978419,0.0602013113644033,0.105070326553358,0.169557548251411,0.145998935431482,0.105206943130136,0.20441373513598,0.0520985200989413,0.0771236292556214,0.130508785084951
"BTU",0.233178507437332,0.270914688283852,0.156811689523339,0.309316244663012,0.229453104678063,0.144076228424376,0.281571503240634,0.278814152550148,0.194255505029829,0.290207787355539,0.0401236008074729,0.121626515391231,0.16971853692966,0.10331083796857,0.213515950943841,0.0429068595139495,0.187559289947236,0.137641677681819,0.183207819016257,0.0203617395367979,0.122904117730356,0.119367618972496,0.0142091280110464,0.0855354509946888,0.103506834574915,0.222205253926526,0.293039303611906,0.0819901205011921,0.00658718585406596,0.144775688158221,0.309122777044867,0.196829293374879,1,0.642374908111244,0.239945186951059,0.28563460432427,0.246685392449886,0.267781648281432,0.311931087224175,0.280401622140209,0.307061613200317,0.203406757565203,0.209406694720895,0.208019171055094,0.0903285406414131,0.222038269169123,0.225648766182613,-0.00707943321023439,0.209491056265602,0.232421059013405,0.156519329641363,0.161871499426301,0.0111886600039522,0.0937153233608505,0.132054928283041,0.075514899080556,0.0932857344906225,-0.0458850809386498,0.208200790896324,0.0646059873199839,0.278268091736499,0.118462885210406,0.337713607031679,0.273429615746087,0.258906798204251,0.301612171207288,0.156645860537953,0.319081994034258,0.33962082662161,0.260828702366309,0.236893752931633,0.250470088327886,0.240749358307763,0.146067234390514,0.106674853878261,0.275122869420003,0.231714824306426,0.18740183102988,0.267078096158454,0.223914581836372,0.193894011899521,0.155785532392401,0.0763804118998673,0.125273321104281,0.135328066780175,0.0325546703257045,0.0871146932370369,0.200441017398766,0.22965797495424,0.276074612039395,0.154051521028012,0.144754519593754,0.319660350098368,0.214129342699462,0.231204730370976,0.238440739518925,0.275135861334442,0.24997849849626,0.117747365952325,0.206994384873614,0.156562036563314,0.108950763577476,0.106283920594549,-0.00139087389047685,0.187137313337225,0.098696158004446,0.113397325648684,0.0985074498905974,0.14400479554937,0.14524897049188,0.259692884995445,0.28464006291443,0.170955377013124,0.0849716366977466,0.161572300776214,0.299550773261176,0.126082679296327,0.16927956609785,0.196640135732803,0.176926328665896,-0.0363320544444458,0.183202131812712,0.229093442403816,0.158996925703647,0.141903136856996,0.155612984234075,0.316947645138023,0.175613879870649,0.178010433486142
"HCC",0.184495652062159,0.248417367072762,0.162373050663991,0.232195590933463,0.186174359613139,0.114923036778673,0.231106709128832,0.215270160607999,0.176149001846028,0.23966518369468,-0.00707617000579415,0.0568657905186204,0.155790400739843,0.0512938508974948,0.164739580611335,0.0809249212152484,0.0979757396744076,0.0971342421822188,0.135329765819702,0.0253595458537993,0.0790360906530428,0.0823040467669125,-0.0599232216630805,0.174742016107265,0.152325711386535,0.18268525015459,0.214096564637471,0.174806229878934,0.00501399248631506,0.149917686651905,0.262995030786425,0.142434289704033,0.642374908111244,1,0.216261571237842,0.214882246647578,0.240431827929157,0.2196213731364,0.210881891678935,0.321614496956973,0.157782387346865,0.161688036854129,0.241932921829657,0.230176765798989,0.156975309409468,0.234643374000782,0.206176545846937,0.0432209713355128,0.192446323926421,0.21258902599016,0.108593736271018,0.164979096069516,0.0351124913232001,0.0952399658530402,0.16394265770731,0.119767396938216,0.125439383118358,-0.00849673828753514,0.0390952936644443,0.0488017890632055,0.378304734194071,0.0592495156595499,0.203362216530733,0.168107022645605,0.107709110498733,0.182153960451423,0.142482360711449,0.152954105387038,0.37110588592791,0.268214564805494,0.230156764805291,0.316924676387292,0.110707529741717,0.116491054708832,0.0581302434001411,0.167446407242939,0.0923631945810081,0.13359454731731,0.281227093578806,0.153826036453748,0.16845442068109,0.102804742919204,0.0227959167447524,0.118274414627027,0.174476724612715,0.105490471684665,0.117562575744111,0.175748877319243,0.175129797404648,0.160990810333317,0.0598881551747283,0.10336989835842,0.195687585623984,0.131846081518485,0.152104801785663,0.184719297150212,0.201061239927387,0.18195234544886,0.044850583064346,0.152161258384314,0.185014944360683,0.201585777080786,0.0105825261450153,0.0739922882624951,0.140740846110324,0.106624331362682,0.136986562641499,0.136622897852238,0.0560240808648597,0.0701045794796805,0.198474635747706,0.266110607046531,0.0810958608073659,0.124761806731571,0.164595119260233,0.195143663211306,0.0354345954605753,0.141109821863978,0.162064748972896,0.125735155667456,0.0142266477747714,0.099408621363419,0.201994423008021,0.160333518966194,0.0987236097736039,0.201268893847575,0.285471134646074,0.160885965729866,0.143516816950747
"WWD",0.279672556402246,0.280222967250673,0.213497901469082,0.247634946375162,0.154480331896309,0.183710845513644,0.241176478060667,0.176021321667162,0.142240551023119,0.241728790284269,0.174319191147825,0.250402386627816,0.399324561910246,0.344724862339113,0.461196195437701,0.179970591674536,0.413500308986161,0.377060412435204,0.475278539106251,0.118235102911295,0.0758162804443985,0.226502956439792,0.192032419339141,0.134804719276948,0.133262726134613,0.12522955604313,0.133115577038062,0.139515930500989,0.0722675986147821,0.0946103591568522,0.344052705030131,0.193063027092131,0.239945186951059,0.216261571237842,1,0.437787419648281,0.334907462551343,0.31980653522416,0.344265546882274,0.453111543010959,0.312548338606026,0.265053858857514,0.437362986579705,0.34760656140284,0.0802811766474996,0.403261457212964,0.400833667790302,0.131520234096292,0.292477734149022,0.452963101351221,0.298440509239144,0.243576752833531,0.0565259380574434,0.245120305142031,0.264365561596177,0.278162112599399,0.0700698243368432,0.155177321260442,0.343114392720455,0.247161701428864,0.247066709940577,0.313208786033825,0.246167465114501,0.378485241710244,0.423295091355642,0.279236242345451,0.525672574897671,0.324212705391809,0.386840021527759,0.177392611155559,0.407212827544831,0.429169485702175,0.383985031758251,0.50560062269559,0.247150833115057,0.334471088532904,0.419189961535184,0.398787624913955,0.268704131635722,0.353038111522615,0.220861005493718,0.146028330560925,0.249384270949358,0.374674442763134,0.29809224364515,0.311695846784718,0.290576199063303,0.378531135710149,0.378189271787366,0.359867674170421,0.327090881464818,0.2919922988105,0.485486507200927,0.25638623878733,0.479714784596857,0.420448006206401,0.472795112214574,0.459121305560203,0.28308297964885,0.415551449509427,0.476749949690852,0.0432432804972165,0.203606038382524,0.122023491594835,0.409037832898821,0.136688251562419,0.409472975791507,0.2262852949478,0.390849381872753,0.250571517757013,0.272094129012761,0.494776677222196,0.497437457068233,0.307871679999001,0.30733578178086,0.59014115554861,0.290465456780946,0.329458760305466,0.30580343154789,0.45666547452372,0.106879995515602,0.472567123948533,0.321146136534986,0.194715957010371,0.17833511251642,0.190255937677604,0.259908549142456,0.265117113225374,0.317198447302097
"POWL",0.196564266265097,0.200658134728768,0.074875239753151,0.137913120544506,0.108818402935442,0.145236871242615,0.116609002577244,0.0526770401581966,-0.00364126562521627,0.17014424273252,0.224707146406485,0.335816760629809,0.44828828642831,0.257710136722642,0.4044128067017,0.182367472784522,0.298352816268992,0.496062590881021,0.351415452109049,-0.0248346380994735,0.212970231378698,0.198895796847294,-0.0162362376095438,-0.0193073054363076,0.0232727411618878,0.133272521011892,0.0424096822799846,0.121229557693937,-0.118834831998794,0.147817851651292,0.294573643478602,0.0791404549948144,0.28563460432427,0.214882246647578,0.437787419648281,1,0.214406283617306,0.164136343649115,0.228784097781752,0.404137698200033,0.277948954932083,0.174340831005391,0.331498182509326,0.296441825610223,-0.041594928909702,0.36749650518073,0.310953903627976,0.168959262617247,0.302522384302267,0.350661324775563,0.312028689381385,0.21235984512479,0.0892884760258046,0.215960156923233,0.227509098832736,0.313154633233343,0.0324456554337933,0.121119910609068,0.288646281810082,0.122273031476262,0.191104202568417,0.207587361219157,0.281869358393098,0.363722271403172,0.449334994910922,0.301954496262395,0.650889811081478,0.306753805037712,0.323632557228726,0.0824596682388383,0.318455947236222,0.372717190930902,0.331668415312162,0.319735607167165,0.133505815298814,0.316764367548218,0.377544109114211,0.282472204161027,0.237572530593528,0.256887246410526,0.0887548070146548,0.201856655350835,0.145060971163834,0.214915041858792,0.151244675429413,0.0756235085222007,0.0453754920926826,0.276209548957124,0.216102976624396,0.272787078988157,0.337299018504086,0.322241835782541,0.46157673382934,0.253417077933873,0.497499688626252,0.404278127068368,0.545009993275636,0.435258111048029,0.379611059365777,0.51278987940362,0.48678155820328,0.0244218175994319,0.225244750550409,-0.00401091881385522,0.283070605209115,0.123792416382599,0.383579328553052,0.199920749892847,0.375053956891597,0.216646599880798,0.140667726214448,0.408383675361039,0.48940394594146,0.126220583814546,0.259660083173366,0.529867789440303,0.172696759448594,0.154132431694759,0.264839522146174,0.532094341916045,0.143589942333456,0.576504363638284,0.254622212198085,0.201918541548061,0.147421328002446,0.152196192324744,0.183195931476541,0.0452083740827589,0.18482785510587
"GEL",0.20315844890528,0.159834726174861,0.174801421953414,0.229552767915036,0.102275447424987,0.123158091027051,0.184038707466771,0.080438213460556,0.0920783781110981,0.185546975160479,0.053998782397613,0.159869971282931,0.256260021966721,0.248987682740945,0.321246978302344,0.0845671163806265,0.262750068569669,0.203421407634124,0.219143489629801,0.0276942408472395,-0.0111049177756251,0.0518842865024692,0.145776172841912,0.104943919210292,0.183863203476874,0.228109649971677,0.24997360120858,0.145394307063172,0.0344450658907829,0.156686552029861,0.391429556435494,0.179405805673654,0.246685392449886,0.240431827929157,0.334907462551343,0.214406283617306,1,0.404337949300762,0.352265331366657,0.267007024555132,0.249541506280481,0.158576863902527,0.329165562988468,0.351954321541232,0.19799365150119,0.313427101268432,0.420407889358802,0.112858175959814,0.211178048170655,0.250098166258482,0.18854936924564,0.121726091086626,0.128151468525995,0.0814025965654171,0.0557415205228605,0.145142799456979,0.104393540857087,0.0587831642625852,0.228071520823058,0.182250640347285,0.142884542083101,0.198267394649536,0.190603251192573,0.109643011300201,0.133344482342905,0.124020141695536,0.177800141398251,0.103367897626825,0.294067788169947,0.0783449062178938,0.232192116236423,0.330778877073887,0.274384196958874,0.202175644626799,0.172215774953824,0.361924183587451,0.215246495211154,0.170542333910306,0.242155373187526,0.323411807293244,0.208231230871962,0.188380298997049,0.219715404902991,0.215511390751239,0.381377698398312,0.151781404897275,0.305634645234989,0.364370735139823,0.351527617235644,0.309185801452708,0.156985983263385,0.156749423370607,0.259255182212795,0.0439135417538438,0.251753257701714,0.307693199910501,0.293909812084042,0.216431842478691,0.171994827546868,0.245931081068837,0.21708979318528,0.102478698306741,0.196138478731276,0.145863018706326,0.233858262725402,0.124979162059543,0.217938657725864,0.164106213460856,0.259676525690361,0.192288003561769,0.129781301609663,0.278582405766801,0.220983819404023,0.238724105012374,0.251698273332129,0.324631417847778,0.323287802558151,0.347285533686451,0.31552605373309,0.200677691662916,0.0676119328418493,0.214186261782816,0.272273135354535,0.305109760435368,0.154378635484889,0.22839334650016,0.261413254756973,0.268268879307248,0.398781441463443
